,yardline_100,total_num_plays,drive_end_transition,num_plays_of_type,fraction_of_plays_at_yardline
515,65.0,1207,FIELD_GOAL,204,0.16901408450704225
516,65.0,1207,PUNT,422,0.3496271748135874
517,65.0,1207,SAFETY,0,0.0
518,65.0,1207,TOUCHDOWN,331,0.2742336371168186
519,65.0,1207,TURNOVER,137,0.11350455675227837
520,66.0,679,BLOCKED_OR_MISSED_FG,17,0.025036818851251842
521,66.0,679,BLOCKED_PUNT,0,0.0
522,66.0,679,DOWNS,32,0.047128129602356406
523,66.0,679,FIELD_GOAL,115,0.16936671575846834
524,66.0,679,PUNT,252,0.3711340206185567
525,66.0,679,SAFETY,0,0.0
526,66.0,679,TOUCHDOWN,173,0.2547864506627393
527,66.0,679,TURNOVER,90,0.1325478645066274
528,67.0,680,BLOCKED_OR_MISSED_FG,22,0.03235294117647059
529,67.0,680,BLOCKED_PUNT,2,0.0029411764705882353
530,67.0,680,DOWNS,39,0.057352941176470586
531,67.0,680,FIELD_GOAL,96,0.1411764705882353
532,67.0,680,PUNT,268,0.3941176470588235
533,67.0,680,SAFETY,0,0.0
534,67.0,680,TOUCHDOWN,174,0.25588235294117645
535,67.0,680,TURNOVER,79,0.1161764705882353
536,68.0,757,BLOCKED_OR_MISSED_FG,20,0.026420079260237782
537,68.0,757,BLOCKED_PUNT,1,0.001321003963011889
538,68.0,757,DOWNS,56,0.07397622192866579
539,68.0,757,FIELD_GOAL,115,0.15191545574636725
540,68.0,757,PUNT,307,0.40554821664464996
541,68.0,757,SAFETY,0,0.0
542,68.0,757,TOUCHDOWN,176,0.23249669749009247
543,68.0,757,TURNOVER,82,0.1083223249669749
544,69.0,778,BLOCKED_OR_MISSED_FG,21,0.02699228791773779
545,69.0,778,BLOCKED_PUNT,2,0.002570694087403599
546,69.0,778,DOWNS,38,0.04884318766066838
547,69.0,778,FIELD_GOAL,120,0.15424164524421594
548,69.0,778,PUNT,327,0.4203084832904884
549,69.0,778,SAFETY,0,0.0
550,69.0,778,TOUCHDOWN,181,0.2326478149100257
551,69.0,778,TURNOVER,89,0.11439588688946016
552,70.0,805,BLOCKED_OR_MISSED_FG,23,0.02857142857142857
553,70.0,805,BLOCKED_PUNT,3,0.0037267080745341614
554,70.0,805,DOWNS,54,0.0670807453416149
555,70.0,805,FIELD_GOAL,123,0.15279503105590062
556,70.0,805,PUNT,311,0.38633540372670805
557,70.0,805,SAFETY,0,0.0
558,70.0,805,TOUCHDOWN,192,0.23850931677018633
559,70.0,805,TURNOVER,99,0.12298136645962733
560,71.0,603,BLOCKED_OR_MISSED_FG,21,0.03482587064676617
561,71.0,603,BLOCKED_PUNT,0,0.0
562,71.0,603,DOWNS,37,0.06135986733001658
563,71.0,603,FIELD_GOAL,96,0.15920398009950248
564,71.0,603,PUNT,214,0.3548922056384743
565,71.0,603,SAFETY,0,0.0
566,71.0,603,TOUCHDOWN,155,0.2570480928689884
567,71.0,603,TURNOVER,80,0.13266998341625208
568,72.0,627,BLOCKED_OR_MISSED_FG,13,0.02073365231259968
569,72.0,627,BLOCKED_PUNT,2,0.003189792663476874
570,72.0,627,DOWNS,42,0.06698564593301436
571,72.0,627,FIELD_GOAL,91,0.14513556618819776
572,72.0,627,PUNT,264,0.42105263157894735
573,72.0,627,SAFETY,0,0.0
574,72.0,627,TOUCHDOWN,146,0.23285486443381181
575,72.0,627,TURNOVER,69,0.11004784688995216
576,73.0,676,BLOCKED_OR_MISSED_FG,17,0.02514792899408284
577,73.0,676,BLOCKED_PUNT,0,0.0
578,73.0,676,DOWNS,37,0.05473372781065089
579,73.0,676,FIELD_GOAL,86,0.12721893491124261
580,73.0,676,PUNT,286,0.4230769230769231
581,73.0,676,SAFETY,0,0.0
582,73.0,676,TOUCHDOWN,179,0.26479289940828404
583,73.0,676,TURNOVER,71,0.10502958579881656
584,74.0,675,BLOCKED_OR_MISSED_FG,23,0.034074074074074076
585,74.0,675,BLOCKED_PUNT,5,0.007407407407407408
586,74.0,675,DOWNS,41,0.06074074074074074
587,74.0,675,FIELD_GOAL,76,0.11259259259259259
588,74.0,675,PUNT,288,0.4266666666666667
589,74.0,675,SAFETY,0,0.0
590,74.0,675,TOUCHDOWN,169,0.25037037037037035
591,74.0,675,TURNOVER,73,0.10814814814814815
592,75.0,8659,BLOCKED_OR_MISSED_FG,178,0.020556646264002772
593,75.0,8659,BLOCKED_PUNT,19,0.00219424875851715
594,75.0,8659,DOWNS,518,0.05982215036378335
595,75.0,8659,FIELD_GOAL,1212,0.13996997343804135
596,75.0,8659,PUNT,3581,0.4135581475921007
597,75.0,8659,SAFETY,1,0.00011548677676406051
598,75.0,8659,TOUCHDOWN,2017,0.23293682873311006
599,75.0,8659,TURNOVER,1133,0.13084651807368056
600,76.0,653,BLOCKED_OR_MISSED_FG,19,0.02909647779479326
601,76.0,653,BLOCKED_PUNT,0,0.0
602,76.0,653,DOWNS,40,0.06125574272588055
603,76.0,653,FIELD_GOAL,88,0.13476263399693722
604,76.0,653,PUNT,279,0.42725880551301687
605,76.0,653,SAFETY,0,0.0
606,76.0,653,TOUCHDOWN,127,0.19448698315467075
607,76.0,653,TURNOVER,100,0.15313935681470137
608,77.0,672,BLOCKED_OR_MISSED_FG,15,0.022321428571428572
609,77.0,672,BLOCKED_PUNT,2,0.002976190476190476
610,77.0,672,DOWNS,33,0.049107142857142856
611,77.0,672,FIELD_GOAL,85,0.12648809523809523
612,77.0,672,PUNT,293,0.43601190476190477
613,77.0,672,SAFETY,1,0.001488095238095238
614,77.0,672,TOUCHDOWN,163,0.2425595238095238
615,77.0,672,TURNOVER,80,0.11904761904761904
616,78.0,620,BLOCKED_OR_MISSED_FG,17,0.027419354838709678
617,78.0,620,BLOCKED_PUNT,1,0.0016129032258064516
618,78.0,620,DOWNS,23,0.037096774193548385
619,78.0,620,FIELD_GOAL,76,0.12258064516129032
620,78.0,620,PUNT,280,0.45161290322580644
621,78.0,620,SAFETY,0,0.0
622,78.0,620,TOUCHDOWN,139,0.22419354838709676
623,78.0,620,TURNOVER,84,0.13548387096774195
624,79.0,655,BLOCKED_OR_MISSED_FG,13,0.01984732824427481
625,79.0,655,BLOCKED_PUNT,3,0.004580152671755725
626,79.0,655,DOWNS,34,0.051908396946564885
627,79.0,655,FIELD_GOAL,87,0.13282442748091602
628,79.0,655,PUNT,289,0.44122137404580153
629,79.0,655,SAFETY,0,0.0
630,79.0,655,TOUCHDOWN,146,0.22290076335877862
631,79.0,655,TURNOVER,83,0.1267175572519084
632,80.0,1462,BLOCKED_OR_MISSED_FG,35,0.023939808481532147
633,80.0,1462,BLOCKED_PUNT,5,0.003419972640218878
634,80.0,1462,DOWNS,85,0.05813953488372093
635,80.0,1462,FIELD_GOAL,179,0.12243502051983585
636,80.0,1462,PUNT,686,0.4692202462380301
637,80.0,1462,SAFETY,2,0.0013679890560875513
638,80.0,1462,TOUCHDOWN,285,0.19493844049247605
639,80.0,1462,TURNOVER,185,0.1265389876880985
640,81.0,490,BLOCKED_OR_MISSED_FG,12,0.024489795918367346
641,81.0,490,BLOCKED_PUNT,0,0.0
642,81.0,490,DOWNS,27,0.05510204081632653
643,81.0,490,FIELD_GOAL,63,0.12857142857142856
644,81.0,490,PUNT,230,0.46938775510204084
645,81.0,490,SAFETY,1,0.0020408163265306124
646,81.0,490,TOUCHDOWN,100,0.20408163265306123
647,81.0,490,TURNOVER,57,0.11632653061224489
648,82.0,485,BLOCKED_OR_MISSED_FG,8,0.016494845360824743
649,82.0,485,BLOCKED_PUNT,1,0.002061855670103093
650,82.0,485,DOWNS,29,0.05979381443298969
651,82.0,485,FIELD_GOAL,50,0.10309278350515463
652,82.0,485,PUNT,239,0.4927835051546392
653,82.0,485,SAFETY,0,0.0
654,82.0,485,TOUCHDOWN,92,0.18969072164948453
655,82.0,485,TURNOVER,66,0.1360824742268041
656,83.0,454,BLOCKED_OR_MISSED_FG,11,0.024229074889867842
657,83.0,454,BLOCKED_PUNT,0,0.0
658,83.0,454,DOWNS,25,0.05506607929515418
659,83.0,454,FIELD_GOAL,56,0.12334801762114538
660,83.0,454,PUNT,211,0.4647577092511013
661,83.0,454,SAFETY,0,0.0
662,83.0,454,TOUCHDOWN,96,0.21145374449339208
663,83.0,454,TURNOVER,55,0.1211453744493392
664,84.0,453,BLOCKED_OR_MISSED_FG,7,0.01545253863134658
665,84.0,453,BLOCKED_PUNT,0,0.0
666,84.0,453,DOWNS,18,0.039735099337748346
667,84.0,453,FIELD_GOAL,49,0.10816777041942605
668,84.0,453,PUNT,195,0.4304635761589404
669,84.0,453,SAFETY,1,0.002207505518763797
670,84.0,453,TOUCHDOWN,115,0.25386313465783666
671,84.0,453,TURNOVER,68,0.15011037527593818
672,85.0,456,BLOCKED_OR_MISSED_FG,13,0.02850877192982456
673,85.0,456,BLOCKED_PUNT,1,0.0021929824561403508
674,85.0,456,DOWNS,19,0.041666666666666664
675,85.0,456,FIELD_GOAL,44,0.09649122807017543
676,85.0,456,PUNT,235,0.5153508771929824
677,85.0,456,SAFETY,0,0.0
678,85.0,456,TOUCHDOWN,81,0.17763157894736842
679,85.0,456,TURNOVER,63,0.13815789473684212
680,86.0,388,BLOCKED_OR_MISSED_FG,13,0.03350515463917526
681,86.0,388,BLOCKED_PUNT,1,0.002577319587628866
682,86.0,388,DOWNS,23,0.059278350515463915
683,86.0,388,FIELD_GOAL,43,0.11082474226804123
684,86.0,388,PUNT,188,0.4845360824742268
685,86.0,388,SAFETY,2,0.005154639175257732
686,86.0,388,TOUCHDOWN,73,0.18814432989690721
687,86.0,388,TURNOVER,45,0.11597938144329897
688,87.0,341,BLOCKED_OR_MISSED_FG,8,0.02346041055718475
689,87.0,341,BLOCKED_PUNT,0,0.0
690,87.0,341,DOWNS,13,0.03812316715542522
691,87.0,341,FIELD_GOAL,35,0.10263929618768329
692,87.0,341,PUNT,175,0.5131964809384164
693,87.0,341,SAFETY,1,0.002932551319648094
694,87.0,341,TOUCHDOWN,49,0.1436950146627566
695,87.0,341,TURNOVER,60,0.17595307917888564
696,88.0,342,BLOCKED_OR_MISSED_FG,10,0.029239766081871343
697,88.0,342,BLOCKED_PUNT,0,0.0
698,88.0,342,DOWNS,32,0.0935672514619883
699,88.0,342,FIELD_GOAL,26,0.07602339181286549
700,88.0,342,PUNT,162,0.47368421052631576
701,88.0,342,SAFETY,0,0.0
702,88.0,342,TOUCHDOWN,65,0.19005847953216373
703,88.0,342,TURNOVER,47,0.13742690058479531
704,89.0,310,BLOCKED_OR_MISSED_FG,6,0.01935483870967742
705,89.0,310,BLOCKED_PUNT,0,0.0
706,89.0,310,DOWNS,7,0.02258064516129032
707,89.0,310,FIELD_GOAL,37,0.11935483870967742
708,89.0,310,PUNT,164,0.5290322580645161
709,89.0,310,SAFETY,0,0.0
710,89.0,310,TOUCHDOWN,54,0.17419354838709677
711,89.0,310,TURNOVER,42,0.13548387096774195
712,90.0,442,BLOCKED_OR_MISSED_FG,8,0.01809954751131222
713,90.0,442,BLOCKED_PUNT,1,0.0022624434389140274
714,90.0,442,DOWNS,21,0.04751131221719457
715,90.0,442,FIELD_GOAL,47,0.10633484162895927
716,90.0,442,PUNT,228,0.5158371040723982
717,90.0,442,SAFETY,3,0.006787330316742082
718,90.0,442,TOUCHDOWN,83,0.18778280542986425
719,90.0,442,TURNOVER,51,0.11538461538461539
720,91.0,342,BLOCKED_OR_MISSED_FG,7,0.02046783625730994
721,91.0,342,BLOCKED_PUNT,0,0.0
722,91.0,342,DOWNS,20,0.05847953216374269
723,91.0,342,FIELD_GOAL,35,0.1023391812865497
724,91.0,342,PUNT,172,0.5029239766081871
725,91.0,342,SAFETY,1,0.0029239766081871343
726,91.0,342,TOUCHDOWN,61,0.1783625730994152
727,91.0,342,TURNOVER,46,0.13450292397660818
728,92.0,277,BLOCKED_OR_MISSED_FG,7,0.02527075812274368
729,92.0,277,BLOCKED_PUNT,2,0.007220216606498195
730,92.0,277,DOWNS,18,0.06498194945848375
731,92.0,277,FIELD_GOAL,27,0.09747292418772563
732,92.0,277,PUNT,130,0.4693140794223827
733,92.0,277,SAFETY,9,0.032490974729241874
734,92.0,277,TOUCHDOWN,42,0.15162454873646208
735,92.0,277,TURNOVER,42,0.15162454873646208
736,93.0,190,BLOCKED_OR_MISSED_FG,1,0.005263157894736842
737,93.0,190,BLOCKED_PUNT,0,0.0
738,93.0,190,DOWNS,12,0.06315789473684211
739,93.0,190,FIELD_GOAL,24,0.12631578947368421
740,93.0,190,PUNT,96,0.5052631578947369
741,93.0,190,SAFETY,3,0.015789473684210527
742,93.0,190,TOUCHDOWN,33,0.1736842105263158
743,93.0,190,TURNOVER,21,0.11052631578947368
744,94.0,174,BLOCKED_OR_MISSED_FG,2,0.011494252873563218
745,94.0,174,BLOCKED_PUNT,0,0.0
746,94.0,174,DOWNS,9,0.05172413793103448
747,94.0,174,FIELD_GOAL,21,0.1206896551724138
748,94.0,174,PUNT,89,0.5114942528735632
749,94.0,174,SAFETY,2,0.011494252873563218
750,94.0,174,TOUCHDOWN,34,0.19540229885057472
751,94.0,174,TURNOVER,17,0.09770114942528736
752,95.0,164,BLOCKED_OR_MISSED_FG,0,0.0
753,95.0,164,BLOCKED_PUNT,1,0.006097560975609756
754,95.0,164,DOWNS,4,0.024390243902439025
755,95.0,164,FIELD_GOAL,16,0.0975609756097561
756,95.0,164,PUNT,79,0.4817073170731707
757,95.0,164,SAFETY,4,0.024390243902439025
758,95.0,164,TOUCHDOWN,33,0.20121951219512196
759,95.0,164,TURNOVER,27,0.16463414634146342
760,96.0,146,BLOCKED_OR_MISSED_FG,4,0.0273972602739726
761,96.0,146,BLOCKED_PUNT,0,0.0
762,96.0,146,DOWNS,2,0.0136986301369863
763,96.0,146,FIELD_GOAL,17,0.11643835616438356
764,96.0,146,PUNT,86,0.589041095890411
765,96.0,146,SAFETY,4,0.0273972602739726
766,96.0,146,TOUCHDOWN,20,0.136986301369863
767,96.0,146,TURNOVER,13,0.08904109589041095
768,97.0,117,BLOCKED_OR_MISSED_FG,0,0.0
769,97.0,117,BLOCKED_PUNT,1,0.008547008547008548
770,97.0,117,DOWNS,4,0.03418803418803419
771,97.0,117,FIELD_GOAL,5,0.042735042735042736
772,97.0,117,PUNT,62,0.5299145299145299
773,97.0,117,SAFETY,6,0.05128205128205128
774,97.0,117,TOUCHDOWN,23,0.19658119658119658
775,97.0,117,TURNOVER,16,0.13675213675213677
776,98.0,146,BLOCKED_OR_MISSED_FG,3,0.02054794520547945
777,98.0,146,BLOCKED_PUNT,0,0.0
778,98.0,146,DOWNS,8,0.0547945205479452
779,98.0,146,FIELD_GOAL,13,0.08904109589041095
780,98.0,146,PUNT,80,0.547945205479452
781,98.0,146,SAFETY,11,0.07534246575342465
782,98.0,146,TOUCHDOWN,16,0.1095890410958904
783,98.0,146,TURNOVER,15,0.10273972602739725
784,99.0,162,BLOCKED_OR_MISSED_FG,4,0.024691358024691357
785,99.0,162,BLOCKED_PUNT,0,0.0
786,99.0,162,DOWNS,6,0.037037037037037035
787,99.0,162,FIELD_GOAL,12,0.07407407407407407
788,99.0,162,PUNT,89,0.5493827160493827
789,99.0,162,SAFETY,14,0.08641975308641975
790,99.0,162,TOUCHDOWN,15,0.09259259259259259
791,99.0,162,TURNOVER,22,0.13580246913580246
