,yardline_100,total_num_plays,drive_end_transition,num_plays_of_type,fraction_of_plays_at_yardline
128,17.0,459,BLOCKED_OR_MISSED_FG,6,0.013071895424836602
129,17.0,459,BLOCKED_PUNT,0,0.0
130,17.0,459,DOWNS,19,0.04139433551198257
131,17.0,459,FIELD_GOAL,146,0.31808278867102396
132,17.0,459,PUNT,0,0.0
133,17.0,459,SAFETY,0,0.0
134,17.0,459,TOUCHDOWN,262,0.5708061002178649
135,17.0,459,TURNOVER,26,0.05664488017429194
136,18.0,492,BLOCKED_OR_MISSED_FG,12,0.024390243902439025
137,18.0,492,BLOCKED_PUNT,0,0.0
138,18.0,492,DOWNS,14,0.028455284552845527
139,18.0,492,FIELD_GOAL,148,0.3008130081300813
140,18.0,492,PUNT,3,0.006097560975609756
141,18.0,492,SAFETY,0,0.0
142,18.0,492,TOUCHDOWN,291,0.5914634146341463
143,18.0,492,TURNOVER,24,0.04878048780487805
144,19.0,520,BLOCKED_OR_MISSED_FG,16,0.03076923076923077
145,19.0,520,BLOCKED_PUNT,0,0.0
146,19.0,520,DOWNS,15,0.028846153846153848
147,19.0,520,FIELD_GOAL,162,0.31153846153846154
148,19.0,520,PUNT,0,0.0
149,19.0,520,SAFETY,0,0.0
150,19.0,520,TOUCHDOWN,288,0.5538461538461539
151,19.0,520,TURNOVER,39,0.075
152,20.0,583,BLOCKED_OR_MISSED_FG,14,0.024013722126929673
153,20.0,583,BLOCKED_PUNT,0,0.0
154,20.0,583,DOWNS,24,0.0411663807890223
155,20.0,583,FIELD_GOAL,208,0.3567753001715266
156,20.0,583,PUNT,1,0.0017152658662092624
157,20.0,583,SAFETY,0,0.0
158,20.0,583,TOUCHDOWN,297,0.5094339622641509
159,20.0,583,TURNOVER,39,0.06689536878216124
160,21.0,434,BLOCKED_OR_MISSED_FG,14,0.03225806451612903
161,21.0,434,BLOCKED_PUNT,0,0.0
162,21.0,434,DOWNS,16,0.03686635944700461
163,21.0,434,FIELD_GOAL,151,0.347926267281106
164,21.0,434,PUNT,2,0.004608294930875576
165,21.0,434,SAFETY,0,0.0
166,21.0,434,TOUCHDOWN,218,0.5023041474654378
167,21.0,434,TURNOVER,33,0.07603686635944701
168,22.0,510,BLOCKED_OR_MISSED_FG,14,0.027450980392156862
169,22.0,510,BLOCKED_PUNT,0,0.0
170,22.0,510,DOWNS,27,0.052941176470588235
171,22.0,510,FIELD_GOAL,169,0.33137254901960783
172,22.0,510,PUNT,0,0.0
173,22.0,510,SAFETY,0,0.0
174,22.0,510,TOUCHDOWN,253,0.49607843137254903
175,22.0,510,TURNOVER,47,0.09215686274509804
176,23.0,577,BLOCKED_OR_MISSED_FG,24,0.0415944540727903
177,23.0,577,BLOCKED_PUNT,0,0.0
178,23.0,577,DOWNS,34,0.058925476603119586
179,23.0,577,FIELD_GOAL,187,0.3240901213171577
180,23.0,577,PUNT,1,0.0017331022530329288
181,23.0,577,SAFETY,0,0.0
182,23.0,577,TOUCHDOWN,294,0.5095320623916811
183,23.0,577,TURNOVER,37,0.06412478336221837
184,24.0,591,BLOCKED_OR_MISSED_FG,20,0.0338409475465313
185,24.0,591,BLOCKED_PUNT,0,0.0
186,24.0,591,DOWNS,33,0.05583756345177665
187,24.0,591,FIELD_GOAL,198,0.3350253807106599
188,24.0,591,PUNT,2,0.00338409475465313
189,24.0,591,SAFETY,0,0.0
190,24.0,591,TOUCHDOWN,311,0.5262267343485617
191,24.0,591,TURNOVER,27,0.04568527918781726
192,25.0,611,BLOCKED_OR_MISSED_FG,34,0.05564648117839607
193,25.0,611,BLOCKED_PUNT,0,0.0
194,25.0,611,DOWNS,31,0.05073649754500818
195,25.0,611,FIELD_GOAL,204,0.33387888707037644
196,25.0,611,PUNT,6,0.009819967266775777
197,25.0,611,SAFETY,0,0.0
198,25.0,611,TOUCHDOWN,292,0.4779050736497545
199,25.0,611,TURNOVER,44,0.07201309328968904
200,26.0,531,BLOCKED_OR_MISSED_FG,20,0.03766478342749529
201,26.0,531,BLOCKED_PUNT,0,0.0
202,26.0,531,DOWNS,20,0.03766478342749529
203,26.0,531,FIELD_GOAL,178,0.3352165725047081
204,26.0,531,PUNT,4,0.007532956685499058
205,26.0,531,SAFETY,0,0.0
206,26.0,531,TOUCHDOWN,269,0.5065913370998116
207,26.0,531,TURNOVER,40,0.07532956685499058
208,27.0,513,BLOCKED_OR_MISSED_FG,23,0.04483430799220273
209,27.0,513,BLOCKED_PUNT,0,0.0
210,27.0,513,DOWNS,24,0.04678362573099415
211,27.0,513,FIELD_GOAL,173,0.33723196881091616
212,27.0,513,PUNT,5,0.009746588693957114
213,27.0,513,SAFETY,0,0.0
214,27.0,513,TOUCHDOWN,258,0.5029239766081871
215,27.0,513,TURNOVER,30,0.05847953216374269
216,28.0,609,BLOCKED_OR_MISSED_FG,26,0.042692939244663386
217,28.0,609,BLOCKED_PUNT,0,0.0
218,28.0,609,DOWNS,36,0.059113300492610835
219,28.0,609,FIELD_GOAL,194,0.3185550082101806
220,28.0,609,PUNT,9,0.014778325123152709
221,28.0,609,SAFETY,0,0.0
222,28.0,609,TOUCHDOWN,300,0.49261083743842365
223,28.0,609,TURNOVER,44,0.0722495894909688
224,29.0,561,BLOCKED_OR_MISSED_FG,31,0.05525846702317291
225,29.0,561,BLOCKED_PUNT,0,0.0
226,29.0,561,DOWNS,22,0.0392156862745098
227,29.0,561,FIELD_GOAL,199,0.35472370766488415
228,29.0,561,PUNT,10,0.017825311942959002
229,29.0,561,SAFETY,0,0.0
230,29.0,561,TOUCHDOWN,265,0.47237076648841353
231,29.0,561,TURNOVER,34,0.06060606060606061
232,30.0,595,BLOCKED_OR_MISSED_FG,40,0.06722689075630252
233,30.0,595,BLOCKED_PUNT,0,0.0
234,30.0,595,DOWNS,30,0.05042016806722689
235,30.0,595,FIELD_GOAL,197,0.3310924369747899
236,30.0,595,PUNT,13,0.021848739495798318
237,30.0,595,SAFETY,0,0.0
238,30.0,595,TOUCHDOWN,273,0.4588235294117647
239,30.0,595,TURNOVER,42,0.07058823529411765
240,31.0,508,BLOCKED_OR_MISSED_FG,40,0.07874015748031496
241,31.0,508,BLOCKED_PUNT,0,0.0
242,31.0,508,DOWNS,23,0.045275590551181105
243,31.0,508,FIELD_GOAL,171,0.33661417322834647
244,31.0,508,PUNT,14,0.027559055118110236
245,31.0,508,SAFETY,0,0.0
246,31.0,508,TOUCHDOWN,225,0.44291338582677164
247,31.0,508,TURNOVER,35,0.0688976377952756
248,32.0,617,BLOCKED_OR_MISSED_FG,36,0.05834683954619125
249,32.0,617,BLOCKED_PUNT,0,0.0
250,32.0,617,DOWNS,37,0.059967585089141004
251,32.0,617,FIELD_GOAL,210,0.34035656401944897
252,32.0,617,PUNT,18,0.029173419773095625
253,32.0,617,SAFETY,0,0.0
254,32.0,617,TOUCHDOWN,271,0.4392220421393841
255,32.0,617,TURNOVER,45,0.07293354943273905
256,33.0,611,BLOCKED_OR_MISSED_FG,35,0.057283142389525366
257,33.0,611,BLOCKED_PUNT,0,0.0
258,33.0,611,DOWNS,36,0.058919803600654665
259,33.0,611,FIELD_GOAL,189,0.309328968903437
260,33.0,611,PUNT,21,0.03436988543371522
261,33.0,611,SAFETY,0,0.0
262,33.0,611,TOUCHDOWN,271,0.44353518821603927
263,33.0,611,TURNOVER,59,0.09656301145662848
264,34.0,678,BLOCKED_OR_MISSED_FG,44,0.06489675516224189
265,34.0,678,BLOCKED_PUNT,0,0.0
266,34.0,678,DOWNS,46,0.06784660766961652
267,34.0,678,FIELD_GOAL,228,0.336283185840708
268,34.0,678,PUNT,36,0.05309734513274336
269,34.0,678,SAFETY,0,0.0
270,34.0,678,TOUCHDOWN,267,0.3938053097345133
271,34.0,678,TURNOVER,57,0.084070796460177
272,35.0,681,BLOCKED_OR_MISSED_FG,43,0.0631424375917768
273,35.0,681,BLOCKED_PUNT,0,0.0
274,35.0,681,DOWNS,36,0.05286343612334802
275,35.0,681,FIELD_GOAL,218,0.3201174743024963
276,35.0,681,PUNT,39,0.05726872246696035
277,35.0,681,SAFETY,0,0.0
278,35.0,681,TOUCHDOWN,287,0.42143906020558003
279,35.0,681,TURNOVER,58,0.08516886930983847
280,36.0,588,BLOCKED_OR_MISSED_FG,38,0.06462585034013606
281,36.0,588,BLOCKED_PUNT,0,0.0
282,36.0,588,DOWNS,34,0.05782312925170068
283,36.0,588,FIELD_GOAL,183,0.3112244897959184
284,36.0,588,PUNT,26,0.04421768707482993
285,36.0,588,SAFETY,0,0.0
286,36.0,588,TOUCHDOWN,257,0.4370748299319728
287,36.0,588,TURNOVER,50,0.08503401360544217
288,37.0,648,BLOCKED_OR_MISSED_FG,29,0.044753086419753084
289,37.0,648,BLOCKED_PUNT,0,0.0
290,37.0,648,DOWNS,60,0.09259259259259259
291,37.0,648,FIELD_GOAL,193,0.2978395061728395
292,37.0,648,PUNT,41,0.06327160493827161
293,37.0,648,SAFETY,0,0.0
294,37.0,648,TOUCHDOWN,273,0.4212962962962963
295,37.0,648,TURNOVER,52,0.08024691358024691
296,38.0,705,BLOCKED_OR_MISSED_FG,35,0.04964539007092199
297,38.0,705,BLOCKED_PUNT,0,0.0
298,38.0,705,DOWNS,51,0.07234042553191489
299,38.0,705,FIELD_GOAL,194,0.275177304964539
300,38.0,705,PUNT,53,0.075177304964539
301,38.0,705,SAFETY,0,0.0
302,38.0,705,TOUCHDOWN,298,0.4226950354609929
303,38.0,705,TURNOVER,74,0.1049645390070922
304,39.0,712,BLOCKED_OR_MISSED_FG,39,0.054775280898876406
305,39.0,712,BLOCKED_PUNT,0,0.0
306,39.0,712,DOWNS,48,0.06741573033707865
307,39.0,712,FIELD_GOAL,207,0.2907303370786517
308,39.0,712,PUNT,72,0.10112359550561797
309,39.0,712,SAFETY,0,0.0
310,39.0,712,TOUCHDOWN,283,0.39747191011235955
311,39.0,712,TURNOVER,63,0.08848314606741572
312,40.0,721,BLOCKED_OR_MISSED_FG,35,0.04854368932038835
313,40.0,721,BLOCKED_PUNT,1,0.0013869625520110957
314,40.0,721,DOWNS,48,0.06657420249653259
315,40.0,721,FIELD_GOAL,192,0.26629680998613037
316,40.0,721,PUNT,88,0.12205270457697642
317,40.0,721,SAFETY,0,0.0
318,40.0,721,TOUCHDOWN,298,0.4133148404993065
319,40.0,721,TURNOVER,59,0.08183079056865465
320,41.0,687,BLOCKED_OR_MISSED_FG,38,0.055312954876273655
321,41.0,687,BLOCKED_PUNT,0,0.0
322,41.0,687,DOWNS,54,0.07860262008733625
323,41.0,687,FIELD_GOAL,174,0.25327510917030566
324,41.0,687,PUNT,88,0.12809315866084425
325,41.0,687,SAFETY,0,0.0
326,41.0,687,TOUCHDOWN,274,0.3988355167394469
327,41.0,687,TURNOVER,59,0.0858806404657933
328,42.0,697,BLOCKED_OR_MISSED_FG,30,0.043041606886657105
329,42.0,697,BLOCKED_PUNT,0,0.0
330,42.0,697,DOWNS,64,0.09182209469153516
331,42.0,697,FIELD_GOAL,181,0.25968436154949787
332,42.0,697,PUNT,82,0.11764705882352941
333,42.0,697,SAFETY,0,0.0
334,42.0,697,TOUCHDOWN,278,0.3988522238163558
335,42.0,697,TURNOVER,62,0.08895265423242468
336,43.0,711,BLOCKED_OR_MISSED_FG,35,0.04922644163150492
337,43.0,711,BLOCKED_PUNT,0,0.0
338,43.0,711,DOWNS,65,0.09142053445850915
339,43.0,711,FIELD_GOAL,175,0.24613220815752462
340,43.0,711,PUNT,97,0.13642756680731363
341,43.0,711,SAFETY,0,0.0
342,43.0,711,TOUCHDOWN,272,0.38255977496483823
343,43.0,711,TURNOVER,67,0.09423347398030943
344,44.0,741,BLOCKED_OR_MISSED_FG,32,0.043184885290148446
345,44.0,741,BLOCKED_PUNT,0,0.0
346,44.0,741,DOWNS,62,0.08367071524966262
347,44.0,741,FIELD_GOAL,169,0.22807017543859648
348,44.0,741,PUNT,112,0.15114709851551958
349,44.0,741,SAFETY,0,0.0
350,44.0,741,TOUCHDOWN,289,0.3900134952766532
351,44.0,741,TURNOVER,77,0.1039136302294197
352,45.0,809,BLOCKED_OR_MISSED_FG,25,0.030902348578491966
353,45.0,809,BLOCKED_PUNT,0,0.0
354,45.0,809,DOWNS,63,0.07787391841779975
355,45.0,809,FIELD_GOAL,200,0.24721878862793573
356,45.0,809,PUNT,140,0.173053152039555
357,45.0,809,SAFETY,0,0.0
358,45.0,809,TOUCHDOWN,297,0.36711990111248455
359,45.0,809,TURNOVER,84,0.103831891223733
360,46.0,697,BLOCKED_OR_MISSED_FG,30,0.043041606886657105
361,46.0,697,BLOCKED_PUNT,1,0.0014347202295552368
362,46.0,697,DOWNS,54,0.07747489239598278
363,46.0,697,FIELD_GOAL,163,0.23385939741750358
364,46.0,697,PUNT,114,0.16355810616929697
365,46.0,697,SAFETY,0,0.0
366,46.0,697,TOUCHDOWN,273,0.3916786226685796
367,46.0,697,TURNOVER,62,0.08895265423242468
368,47.0,657,BLOCKED_OR_MISSED_FG,24,0.0365296803652968
369,47.0,657,BLOCKED_PUNT,0,0.0
370,47.0,657,DOWNS,44,0.0669710806697108
371,47.0,657,FIELD_GOAL,153,0.2328767123287671
372,47.0,657,PUNT,125,0.1902587519025875
373,47.0,657,SAFETY,0,0.0
374,47.0,657,TOUCHDOWN,251,0.3820395738203957
375,47.0,657,TURNOVER,60,0.091324200913242
376,48.0,799,BLOCKED_OR_MISSED_FG,31,0.03879849812265332
377,48.0,799,BLOCKED_PUNT,0,0.0
378,48.0,799,DOWNS,68,0.0851063829787234
379,48.0,799,FIELD_GOAL,178,0.2227784730913642
380,48.0,799,PUNT,155,0.1939924906132666
381,48.0,799,SAFETY,0,0.0
382,48.0,799,TOUCHDOWN,283,0.3541927409261577
383,48.0,799,TURNOVER,84,0.10513141426783479
384,49.0,879,BLOCKED_OR_MISSED_FG,25,0.02844141069397042
385,49.0,879,BLOCKED_PUNT,1,0.0011376564277588168
386,49.0,879,DOWNS,62,0.07053469852104664
387,49.0,879,FIELD_GOAL,210,0.23890784982935154
388,49.0,879,PUNT,167,0.1899886234357224
389,49.0,879,SAFETY,0,0.0
390,49.0,879,TOUCHDOWN,320,0.3640500568828214
391,49.0,879,TURNOVER,94,0.10693970420932879
392,50.0,904,BLOCKED_OR_MISSED_FG,40,0.04424778761061947
393,50.0,904,BLOCKED_PUNT,0,0.0
394,50.0,904,DOWNS,71,0.07853982300884955
395,50.0,904,FIELD_GOAL,192,0.21238938053097345
396,50.0,904,PUNT,186,0.20575221238938052
397,50.0,904,SAFETY,0,0.0
398,50.0,904,TOUCHDOWN,319,0.3528761061946903
399,50.0,904,TURNOVER,96,0.10619469026548672
400,51.0,777,BLOCKED_OR_MISSED_FG,28,0.036036036036036036
401,51.0,777,BLOCKED_PUNT,1,0.001287001287001287
402,51.0,777,DOWNS,47,0.06048906048906049
403,51.0,777,FIELD_GOAL,171,0.22007722007722008
404,51.0,777,PUNT,173,0.22265122265122264
405,51.0,777,SAFETY,0,0.0
406,51.0,777,TOUCHDOWN,288,0.37065637065637064
407,51.0,777,TURNOVER,69,0.0888030888030888
408,52.0,812,BLOCKED_OR_MISSED_FG,33,0.04064039408866995
409,52.0,812,BLOCKED_PUNT,0,0.0
410,52.0,812,DOWNS,67,0.08251231527093596
411,52.0,812,FIELD_GOAL,166,0.2044334975369458
412,52.0,812,PUNT,204,0.2512315270935961
413,52.0,812,SAFETY,0,0.0
414,52.0,812,TOUCHDOWN,261,0.32142857142857145
415,52.0,812,TURNOVER,81,0.09975369458128079
416,53.0,881,BLOCKED_OR_MISSED_FG,31,0.03518728717366629
417,53.0,881,BLOCKED_PUNT,2,0.0022701475595913734
418,53.0,881,DOWNS,69,0.07832009080590238
419,53.0,881,FIELD_GOAL,187,0.2122587968217934
420,53.0,881,PUNT,213,0.24177071509648126
421,53.0,881,SAFETY,0,0.0
422,53.0,881,TOUCHDOWN,292,0.3314415437003405
423,53.0,881,TURNOVER,87,0.09875141884222474
424,54.0,876,BLOCKED_OR_MISSED_FG,38,0.04337899543378995
425,54.0,876,BLOCKED_PUNT,0,0.0
426,54.0,876,DOWNS,58,0.06621004566210045
427,54.0,876,FIELD_GOAL,171,0.1952054794520548
428,54.0,876,PUNT,219,0.25
429,54.0,876,SAFETY,0,0.0
430,54.0,876,TOUCHDOWN,294,0.3356164383561644
431,54.0,876,TURNOVER,96,0.1095890410958904
432,55.0,891,BLOCKED_OR_MISSED_FG,28,0.031425364758698095
433,55.0,891,BLOCKED_PUNT,0,0.0
434,55.0,891,DOWNS,58,0.06509539842873176
435,55.0,891,FIELD_GOAL,162,0.18181818181818182
436,55.0,891,PUNT,244,0.2738496071829405
437,55.0,891,SAFETY,0,0.0
438,55.0,891,TOUCHDOWN,273,0.3063973063973064
439,55.0,891,TURNOVER,126,0.1414141414141414
440,56.0,785,BLOCKED_OR_MISSED_FG,24,0.030573248407643312
441,56.0,785,BLOCKED_PUNT,3,0.003821656050955414
442,56.0,785,DOWNS,62,0.07898089171974522
443,56.0,785,FIELD_GOAL,143,0.1821656050955414
444,56.0,785,PUNT,218,0.27770700636942675
445,56.0,785,SAFETY,0,0.0
446,56.0,785,TOUCHDOWN,243,0.3095541401273885
447,56.0,785,TURNOVER,92,0.11719745222929936
448,57.0,820,BLOCKED_OR_MISSED_FG,31,0.03780487804878049
449,57.0,820,BLOCKED_PUNT,0,0.0
450,57.0,820,DOWNS,57,0.06951219512195123
451,57.0,820,FIELD_GOAL,159,0.19390243902439025
452,57.0,820,PUNT,241,0.2939024390243902
453,57.0,820,SAFETY,0,0.0
454,57.0,820,TOUCHDOWN,236,0.28780487804878047
455,57.0,820,TURNOVER,96,0.11707317073170732
456,58.0,847,BLOCKED_OR_MISSED_FG,24,0.02833530106257379
457,58.0,847,BLOCKED_PUNT,0,0.0
458,58.0,847,DOWNS,56,0.06611570247933884
459,58.0,847,FIELD_GOAL,171,0.20188902007083825
460,58.0,847,PUNT,266,0.3140495867768595
461,58.0,847,SAFETY,0,0.0
462,58.0,847,TOUCHDOWN,242,0.2857142857142857
463,58.0,847,TURNOVER,88,0.1038961038961039
464,59.0,941,BLOCKED_OR_MISSED_FG,27,0.028692879914984058
465,59.0,941,BLOCKED_PUNT,1,0.0010626992561105207
466,59.0,941,DOWNS,69,0.07332624867162593
467,59.0,941,FIELD_GOAL,166,0.17640807651434645
468,59.0,941,PUNT,286,0.30393198724760895
469,59.0,941,SAFETY,0,0.0
470,59.0,941,TOUCHDOWN,289,0.3071200850159405
471,59.0,941,TURNOVER,103,0.10945802337938364
472,60.0,1141,BLOCKED_OR_MISSED_FG,25,0.021910604732690624
473,60.0,1141,BLOCKED_PUNT,0,0.0
474,60.0,1141,DOWNS,76,0.06660823838737949
475,60.0,1141,FIELD_GOAL,187,0.16389132340052587
476,60.0,1141,PUNT,364,0.31901840490797545
477,60.0,1141,SAFETY,0,0.0
478,60.0,1141,TOUCHDOWN,350,0.3067484662576687
479,60.0,1141,TURNOVER,139,0.12182296231375986
480,61.0,954,BLOCKED_OR_MISSED_FG,22,0.023060796645702306
481,61.0,954,BLOCKED_PUNT,3,0.0031446540880503146
482,61.0,954,DOWNS,62,0.0649895178197065
483,61.0,954,FIELD_GOAL,174,0.18238993710691823
484,61.0,954,PUNT,305,0.319706498951782
485,61.0,954,SAFETY,0,0.0
486,61.0,954,TOUCHDOWN,287,0.3008385744234801
487,61.0,954,TURNOVER,101,0.10587002096436059
488,62.0,1082,BLOCKED_OR_MISSED_FG,36,0.033271719038817
489,62.0,1082,BLOCKED_PUNT,1,0.0009242144177449168
490,62.0,1082,DOWNS,69,0.06377079482439926
491,62.0,1082,FIELD_GOAL,190,0.1756007393715342
492,62.0,1082,PUNT,338,0.3123844731977819
493,62.0,1082,SAFETY,0,0.0
494,62.0,1082,TOUCHDOWN,331,0.30591497227356745
495,62.0,1082,TURNOVER,117,0.10813308687615526
496,63.0,1249,BLOCKED_OR_MISSED_FG,44,0.03522818254603683
497,63.0,1249,BLOCKED_PUNT,3,0.0024019215372297837
498,63.0,1249,DOWNS,84,0.06725380304243395
499,63.0,1249,FIELD_GOAL,217,0.17373899119295436
500,63.0,1249,PUNT,400,0.32025620496397117
501,63.0,1249,SAFETY,0,0.0
502,63.0,1249,TOUCHDOWN,347,0.277822257806245
503,63.0,1249,TURNOVER,154,0.1232986389111289
504,64.0,1483,BLOCKED_OR_MISSED_FG,35,0.023600809170600135
505,64.0,1483,BLOCKED_PUNT,1,0.0006743088334457181
506,64.0,1483,DOWNS,107,0.07215104517869184
507,64.0,1483,FIELD_GOAL,253,0.1706001348617667
508,64.0,1483,PUNT,482,0.32501685772083616
509,64.0,1483,SAFETY,0,0.0
510,64.0,1483,TOUCHDOWN,432,0.29130141604855025
511,64.0,1483,TURNOVER,173,0.11665542818610924
512,65.0,1207,BLOCKED_OR_MISSED_FG,32,0.026512013256006627
513,65.0,1207,BLOCKED_PUNT,1,0.0008285004142502071
514,65.0,1207,DOWNS,80,0.06628003314001657
