,yardline_100,total_num_plays,drive_end_transition,num_plays_of_type,fraction_of_plays_at_yardline
292,37.0,587,PUNT,60,0.10221465076660988
293,37.0,587,SAFETY,0,0.0
294,37.0,587,TOUCHDOWN,207,0.3526405451448041
295,37.0,587,TURNOVER,58,0.09880749574105621
296,38.0,583,BLOCKED_OR_MISSED_FG,21,0.036020583190394515
297,38.0,583,BLOCKED_PUNT,0,0.0
298,38.0,583,DOWNS,38,0.06518010291595197
299,38.0,583,FIELD_GOAL,160,0.274442538593482
300,38.0,583,PUNT,63,0.10806174957118353
301,38.0,583,SAFETY,0,0.0
302,38.0,583,TOUCHDOWN,240,0.411663807890223
303,38.0,583,TURNOVER,61,0.10463121783876501
304,39.0,645,BLOCKED_OR_MISSED_FG,29,0.04496124031007752
305,39.0,645,BLOCKED_PUNT,0,0.0
306,39.0,645,DOWNS,36,0.05581395348837209
307,39.0,645,FIELD_GOAL,181,0.2806201550387597
308,39.0,645,PUNT,74,0.11472868217054263
309,39.0,645,SAFETY,0,0.0
310,39.0,645,TOUCHDOWN,247,0.3829457364341085
311,39.0,645,TURNOVER,78,0.12093023255813953
312,40.0,724,BLOCKED_OR_MISSED_FG,37,0.05110497237569061
313,40.0,724,BLOCKED_PUNT,0,0.0
314,40.0,724,DOWNS,39,0.05386740331491713
315,40.0,724,FIELD_GOAL,197,0.27209944751381215
316,40.0,724,PUNT,98,0.13535911602209943
317,40.0,724,SAFETY,0,0.0
318,40.0,724,TOUCHDOWN,256,0.35359116022099446
319,40.0,724,TURNOVER,97,0.13397790055248618
320,41.0,620,BLOCKED_OR_MISSED_FG,34,0.054838709677419356
321,41.0,620,BLOCKED_PUNT,0,0.0
322,41.0,620,DOWNS,43,0.06935483870967742
323,41.0,620,FIELD_GOAL,169,0.2725806451612903
324,41.0,620,PUNT,92,0.14838709677419354
325,41.0,620,SAFETY,0,0.0
326,41.0,620,TOUCHDOWN,218,0.35161290322580646
327,41.0,620,TURNOVER,64,0.1032258064516129
328,42.0,659,BLOCKED_OR_MISSED_FG,33,0.05007587253414264
329,42.0,659,BLOCKED_PUNT,0,0.0
330,42.0,659,DOWNS,39,0.05918057663125948
331,42.0,659,FIELD_GOAL,168,0.2549317147192716
332,42.0,659,PUNT,118,0.17905918057663125
333,42.0,659,SAFETY,0,0.0
334,42.0,659,TOUCHDOWN,216,0.3277693474962064
335,42.0,659,TURNOVER,85,0.12898330804248861
336,43.0,683,BLOCKED_OR_MISSED_FG,24,0.03513909224011713
337,43.0,683,BLOCKED_PUNT,0,0.0
338,43.0,683,DOWNS,43,0.0629575402635432
339,43.0,683,FIELD_GOAL,166,0.2430453879941435
340,43.0,683,PUNT,140,0.20497803806734993
341,43.0,683,SAFETY,1,0.0014641288433382138
342,43.0,683,TOUCHDOWN,222,0.32503660322108346
343,43.0,683,TURNOVER,87,0.1273792093704246
344,44.0,756,BLOCKED_OR_MISSED_FG,33,0.04365079365079365
345,44.0,756,BLOCKED_PUNT,0,0.0
346,44.0,756,DOWNS,43,0.056878306878306875
347,44.0,756,FIELD_GOAL,168,0.2222222222222222
348,44.0,756,PUNT,177,0.23412698412698413
349,44.0,756,SAFETY,0,0.0
350,44.0,756,TOUCHDOWN,243,0.32142857142857145
351,44.0,756,TURNOVER,92,0.12169312169312169
352,45.0,755,BLOCKED_OR_MISSED_FG,25,0.033112582781456956
353,45.0,755,BLOCKED_PUNT,1,0.0013245033112582781
354,45.0,755,DOWNS,44,0.05827814569536424
355,45.0,755,FIELD_GOAL,176,0.23311258278145697
356,45.0,755,PUNT,167,0.22119205298013245
357,45.0,755,SAFETY,1,0.0013245033112582781
358,45.0,755,TOUCHDOWN,254,0.33642384105960266
359,45.0,755,TURNOVER,87,0.1152317880794702
360,46.0,659,BLOCKED_OR_MISSED_FG,27,0.0409711684370258
361,46.0,659,BLOCKED_PUNT,0,0.0
362,46.0,659,DOWNS,44,0.06676783004552352
363,46.0,659,FIELD_GOAL,141,0.21396054628224584
364,46.0,659,PUNT,148,0.22458270106221548
365,46.0,659,SAFETY,0,0.0
366,46.0,659,TOUCHDOWN,218,0.330804248861912
367,46.0,659,TURNOVER,81,0.12291350531107739
368,47.0,734,BLOCKED_OR_MISSED_FG,34,0.04632152588555858
369,47.0,734,BLOCKED_PUNT,3,0.004087193460490463
370,47.0,734,DOWNS,34,0.04632152588555858
371,47.0,734,FIELD_GOAL,183,0.24931880108991825
372,47.0,734,PUNT,154,0.2098092643051771
373,47.0,734,SAFETY,0,0.0
374,47.0,734,TOUCHDOWN,232,0.31607629427792916
375,47.0,734,TURNOVER,94,0.12806539509536785
376,48.0,719,BLOCKED_OR_MISSED_FG,35,0.048678720445062586
377,48.0,719,BLOCKED_PUNT,2,0.0027816411682892906
378,48.0,719,DOWNS,41,0.05702364394993046
379,48.0,719,FIELD_GOAL,133,0.18497913769123783
380,48.0,719,PUNT,207,0.28789986091794156
381,48.0,719,SAFETY,0,0.0
382,48.0,719,TOUCHDOWN,205,0.2851182197496523
383,48.0,719,TURNOVER,96,0.13351877607788595
384,49.0,808,BLOCKED_OR_MISSED_FG,29,0.03589108910891089
385,49.0,808,BLOCKED_PUNT,2,0.0024752475247524753
386,49.0,808,DOWNS,45,0.055693069306930694
387,49.0,808,FIELD_GOAL,140,0.17326732673267325
388,49.0,808,PUNT,236,0.29207920792079206
389,49.0,808,SAFETY,0,0.0
390,49.0,808,TOUCHDOWN,255,0.3155940594059406
391,49.0,808,TURNOVER,101,0.125
392,50.0,853,BLOCKED_OR_MISSED_FG,20,0.023446658851113716
393,50.0,853,BLOCKED_PUNT,0,0.0
394,50.0,853,DOWNS,42,0.0492379835873388
395,50.0,853,FIELD_GOAL,193,0.22626025791324736
396,50.0,853,PUNT,234,0.27432590855803046
397,50.0,853,SAFETY,0,0.0
398,50.0,853,TOUCHDOWN,269,0.31535756154747946
399,50.0,853,TURNOVER,95,0.11137162954279015
400,51.0,727,BLOCKED_OR_MISSED_FG,24,0.033012379642365884
401,51.0,727,BLOCKED_PUNT,0,0.0
402,51.0,727,DOWNS,45,0.061898211829436035
403,51.0,727,FIELD_GOAL,147,0.20220082530949107
404,51.0,727,PUNT,195,0.26822558459422285
405,51.0,727,SAFETY,0,0.0
406,51.0,727,TOUCHDOWN,226,0.3108665749656121
407,51.0,727,TURNOVER,90,0.12379642365887207
408,52.0,816,BLOCKED_OR_MISSED_FG,29,0.03553921568627451
409,52.0,816,BLOCKED_PUNT,0,0.0
410,52.0,816,DOWNS,50,0.061274509803921566
411,52.0,816,FIELD_GOAL,152,0.18627450980392157
412,52.0,816,PUNT,251,0.3075980392156863
413,52.0,816,SAFETY,0,0.0
414,52.0,816,TOUCHDOWN,233,0.2855392156862745
415,52.0,816,TURNOVER,101,0.12377450980392157
416,53.0,836,BLOCKED_OR_MISSED_FG,34,0.04066985645933014
417,53.0,836,BLOCKED_PUNT,1,0.0011961722488038277
418,53.0,836,DOWNS,57,0.06818181818181818
419,53.0,836,FIELD_GOAL,157,0.18779904306220097
420,53.0,836,PUNT,271,0.3241626794258373
421,53.0,836,SAFETY,0,0.0
422,53.0,836,TOUCHDOWN,229,0.27392344497607657
423,53.0,836,TURNOVER,87,0.10406698564593302
424,54.0,837,BLOCKED_OR_MISSED_FG,43,0.05137395459976105
425,54.0,837,BLOCKED_PUNT,1,0.0011947431302270011
426,54.0,837,DOWNS,36,0.043010752688172046
427,54.0,837,FIELD_GOAL,154,0.18399044205495818
428,54.0,837,PUNT,265,0.31660692951015534
429,54.0,837,SAFETY,0,0.0
430,54.0,837,TOUCHDOWN,239,0.2855436081242533
431,54.0,837,TURNOVER,99,0.11827956989247312
432,55.0,962,BLOCKED_OR_MISSED_FG,24,0.02494802494802495
433,55.0,962,BLOCKED_PUNT,0,0.0
434,55.0,962,DOWNS,44,0.04573804573804574
435,55.0,962,FIELD_GOAL,181,0.18814968814968816
436,55.0,962,PUNT,309,0.3212058212058212
437,55.0,962,SAFETY,0,0.0
438,55.0,962,TOUCHDOWN,263,0.2733887733887734
439,55.0,962,TURNOVER,141,0.14656964656964658
440,56.0,814,BLOCKED_OR_MISSED_FG,23,0.028255528255528257
441,56.0,814,BLOCKED_PUNT,3,0.0036855036855036856
442,56.0,814,DOWNS,36,0.044226044226044224
443,56.0,814,FIELD_GOAL,128,0.15724815724815724
444,56.0,814,PUNT,287,0.3525798525798526
445,56.0,814,SAFETY,0,0.0
446,56.0,814,TOUCHDOWN,234,0.28746928746928746
447,56.0,814,TURNOVER,103,0.12653562653562653
448,57.0,827,BLOCKED_OR_MISSED_FG,33,0.03990326481257558
449,57.0,827,BLOCKED_PUNT,3,0.0036275695284159614
450,57.0,827,DOWNS,42,0.05078597339782346
451,57.0,827,FIELD_GOAL,143,0.17291414752116083
452,57.0,827,PUNT,258,0.31197097944377267
453,57.0,827,SAFETY,0,0.0
454,57.0,827,TOUCHDOWN,231,0.279322853688029
455,57.0,827,TURNOVER,117,0.1414752116082225
456,58.0,867,BLOCKED_OR_MISSED_FG,29,0.03344867358708189
457,58.0,867,BLOCKED_PUNT,0,0.0
